"","name","degree","degree_in","degree_out","eigen","community"
"1414","Region Örebro County",31,6,25,2.55287798084956e-07,"13"
"1415","Regional Oncologic Center",3,0,3,0,"5"
"1416","Regione Lombardia",4,1,3,4.14881873250958e-06,"10"
"1417","Rehab Werida",2,0,2,0,"262"
"1418","RenJi Hospital",63,21,42,4.5909411579839e-09,"1"
"1419","Renato Cagnacci Neto",4,0,4,0,"263"
"1420","Rennes University Hospital",5,2,3,0,"17"
"1421","Replimune Inc.",3,2,1,1.8997921859645e-07,"5"
"1422","Repos Pharma",2,0,2,0,"13"
"1423","Research Institute for Physical Chemical Problems of the Belarusian State University",2,0,2,0,"264"
"1424","Reshma L. Mahtani, D.O.",1,0,1,0,"11"
"1425","Rgene Corporation",1,0,1,0,"265"
"1426","Rhizen Pharmaceuticals SA",1,0,1,0,"266"
"1427","Riboscience, LLC.",1,0,1,0,"267"
"1428","Richard Crosby",1,0,1,0,"7"
"1429","Richard Wu",1,0,1,0,"7"
"1430","Rigen Biotech",7,0,7,0,"1"
"1431","Rigshospitalet, Denmark",30,16,14,4.5536489312268e-06,"13"
"1432","Rijnstate Hospital",4,1,3,3.26359709704227e-08,"16"
"1433","Robert C. Martin",1,0,1,0,"4"
"1434","Robert H. Lurie Cancer Center",2,1,1,7.25710662987947e-07,"7"
"1435","Robert Roessle Klinik",3,0,3,0,"5"
"1436","Roberto Persiani",7,0,7,0,"10"
"1437","Robin Vanderpool",1,0,1,0,"268"
"1438","Rockefeller University",2,1,1,2.55981946377408e-06,"7"
"1439","Rocky Mountain Cancer Centers",1,0,1,0,"269"
"1440","Roger Williams Medical Center",4,1,3,0,"30"
"1441","Rogers Sciences Inc.",3,0,3,0,"7"
"1442","Ronald Weigel",1,0,1,0,"5"
"1443","Rose Imaging Specialists, P.A.",1,0,1,0,"7"
"1444","Roswell Park Cancer Institute",16,1,15,2.06696411382206e-09,"7"
"1445","Rottapharm Biotech",1,0,1,0,"11"
"1446","Royal Adelaide Hospital",5,1,4,0,"21"
"1447","Royal College of Surgeons, Ireland",5,2,3,0,"6"
"1448","Royal Free Hospital NHS Foundation Trust",28,1,27,0,"10"
"1449","Royal Liverpool University Hospital",3,1,2,1.36032538710512e-10,"21"
"1450","Royal Marsden NHS Foundation Trust",31,5,26,0.00259336688340532,"28"
"1451","Royal Surrey County Hospital NHS Foundation Trust",6,3,3,1.66040229119227e-06,"28"
"1452","Ruijin Hospital",60,23,37,5.75134199781881e-09,"1"
"1453","Rush University Medical Center",4,2,2,4.90023194840214e-06,"7"
"1454","Russian Academy of Medical Sciences",1,0,1,0,"270"
"1455","Russian Society of Colorectal Surgeons",3,0,3,0,"71"
"1456","Rutgers, The State University of New Jersey",11,1,10,2.55981946377418e-06,"7"
"1457","Ruth O'Regan",2,0,2,0,"7"
"1458","S.Eugenio Hospital",8,1,7,0,"10"
"1459","SCRI Development Innovations, LLC",29,4,25,0.000487749120496335,"5"
"1460","SFJ Pharmaceuticals X, LTD.",4,0,4,0,"5"
"1461","SRI International",1,0,1,0,"31"
"1462","SUZHOU HUHU HEALTH & TECHNOLOGY Inc.,",1,0,1,0,"1"
"1463","SWOG Cancer Research Network",23,11,12,0.1925511675911,"7"
"1464","Saad A Khan",1,0,1,0,"11"
"1465","Sabine Rhode",1,0,1,0,"16"
"1466","Sabz Biomedicals",2,0,2,0,"271"
"1467","Safeheal",1,0,1,0,"272"
"1468","Saglik Bilimleri Universitesi",2,1,1,0,"216"
"1469","Sahlgrenska University Hospital, Sweden",16,8,8,6.67402030446382e-07,"13"
"1470","Saint John's Cancer Institute",4,1,3,0,"7"
"1471","SamanTree Medical SA",2,0,2,0,"5"
"1472","Samsun Liv Hospital",1,0,1,0,"14"
"1473","Samsung Medical Center",39,9,30,1.15744076413482e-12,"25"
"1474","San Antonio Military Medical Center",2,0,2,0,"273"
"1475","San Francisco Veterans Affairs Medical Center",6,1,5,4.04774790187005e-12,"5"
"1476","San Gerardo Hospital",7,2,5,1.20441570169355e-12,"10"
"1477","Sandra Swain",4,0,4,0,"7"
"1478","Sanford Health",2,0,2,0,"274"
"1479","Sanofi",97,87,10,0.00450540795691673,"5"
"1480","Sara De Dosso",2,0,2,0,"10"
"1481","Sarcoma Alliance for Research through Collaboration",4,1,3,1.69182548007474e-07,"5"
"1482","Scandinavian Sarcoma Group",3,2,1,8.45468043993432e-09,"13"
"1483","Scandion Oncology A/S",1,0,1,0,"275"
"1484","Scott and White Hospital & Clinic",1,0,1,0,"7"
"1485","Scripps Translational Science Institute",1,0,1,0,"276"
"1486","Seagen Inc.",22,16,6,0.000704709166352122,"5"
"1487","Sebastian Zschaeck",1,0,1,0,"277"
"1488","Second Affiliated Hospital of Guangzhou Medical University",15,2,13,3.00050214132307e-10,"1"
"1489","Second Affiliated Hospital of Wenzhou Medical University",3,1,2,8.49675184926052e-11,"1"
"1490","Second Affiliated Hospital, School of Medicine, Zhejiang University",82,20,62,1.40595182539236e-09,"1"
"1491","Second Military Medical University",20,4,16,4.24733887593072e-10,"1"
"1492","Second Xiangya Hospital of Central South University",4,2,2,1.12391534512244e-10,"1"
"1493","Seno Medical Instruments Inc.",1,0,1,0,"7"
"1494","SenoRx, Inc.",2,1,1,0,"17"
"1495","Sentara Norfolk General Hospital",2,0,2,0,"5"
"1496","Seoul National University Bundang Hospital",16,8,8,1.50801805851761e-12,"25"
"1497","Seoul National University Hospital",75,10,65,1.17800595853056e-12,"25"
"1498","Seoul St. Mary's Hospital",6,5,1,1.7942912155823e-13,"25"
"1499","Servier Bio-Innovation LLC",2,0,2,0,"11"
"1500","Servier Deutschland GmbH",1,0,1,0,"5"
"1501","Seung Bae Yoon",1,0,1,0,"25"
"1502","Severance Hospital",16,13,3,1.23469755349513e-12,"25"
"1503","Shadia Jalal, MD",3,0,3,0,"5"
"1504","Shandong Cancer Hospital and Institute",13,9,4,7.91328904475629e-10,"1"
"1505","Shandong First Medical University",1,0,1,0,"1"
"1506","Shandong University",10,0,10,0,"21"
"1507","Shanghai Cancer Hospital, China",8,3,5,4.08861337395556e-10,"1"
"1508","Shanghai Changzheng Hospital",15,10,5,2.40412620597876e-09,"1"
"1509","Shanghai Chest Hospital",21,8,13,5.55349535636294e-09,"1"
"1510","Shanghai Children's Medical Center",10,1,9,0,"79"
"1511","Shanghai GeneChem Co., Ltd.",2,1,1,6.32189043173448e-12,"1"
"1512","Shanghai General Hospital, Shanghai Jiao Tong University School of Medicine",13,10,3,9.01955316487751e-10,"1"
"1513","Shanghai Gynecologic Oncology Group",5,1,4,8.4138635235886e-07,"1"
"1514","Shanghai Jiao Tong University School of Medicine",112,5,107,4.54970557396527e-10,"1"
"1515","Shanghai Jiaolian Drug Research and Development Co., Ltd",1,0,1,0,"278"
"1516","Shanghai Juncell Therapeutics",1,0,1,0,"1"
"1517","Shanghai Minimally Invasive Surgery Center",5,0,5,0,"1"
"1518","Shanghai Pudong Hospital",2,1,1,1.15085067122659e-11,"1"
"1519","Shanghai Pulmonary Hospital, Shanghai, China",5,1,4,5.28991502501338e-10,"1"
"1520","Shanghai Unicar-Therapy Bio-medicine Technology Co.,Ltd",2,1,1,3.14399026373066e-12,"1"
"1521","Shanghai University of Traditional Chinese Medicine",13,2,11,1.7633050042148e-10,"1"
"1522","Shanghai Zhangjiang Biotechnology Limited Company",1,0,1,0,"279"
"1523","Shanghai Zhongshan Hospital",117,26,91,2.42875643765798e-08,"1"
"1524","Shantou Central Hospital",9,5,4,3.01973193372051e-10,"1"
"1525","Shantou University Medical College",2,1,1,9.68899681047779e-11,"1"
"1526","Shanxi Province Cancer Hospital",14,12,2,1.38160691015539e-09,"1"
"1527","Sharon Stein",1,0,1,0,"11"
"1528","Sheba Medical Center",12,6,6,7.6887044576406e-06,"4"
"1529","Sheffield Teaching Hospitals NHS Foundation Trust",2,1,1,4.47780633356399e-09,"28"
"1530","Sheikh Shakhbout Medical City",1,0,1,0,"4"
"1531","Shen Lin",4,0,4,0,"1"
"1532","ShenFeng",5,0,5,0,"1"
"1533","Shengjing Hospital",16,13,3,8.53834155253844e-10,"1"
"1534","Shenzhen Geno-Immune Medical Institute",1,0,1,0,"1"
"1535","Shenzhen Hornetcorn Bio-technology Company, LTD",3,0,3,0,"1"
"1536","Shenzhen Kangzhe Pharmaceutical Co., Ltd.",2,0,2,0,"11"
"1537","Shenzhen People's Hospital",6,4,2,2.84093589027378e-10,"1"
"1538","Shenzhen Second People's Hospital",5,3,2,2.83939728054522e-11,"1"
"1539","Sherief Abd-Elsalam",1,0,1,0,"280"
"1540","Shu-Zhong Cui",30,0,30,0,"1"
"1541","Shujun Yang",1,0,1,0,"1"
"1542","Sichuan Baili Pharmaceutical Co., Ltd.",2,0,2,0,"281"
"1543","Sichuan Cancer Hospital and Research Institute",26,10,16,2.05121186394406e-09,"1"
"1544","Sichuan Provincial People's Hospital",9,7,2,4.20505333264986e-10,"1"
"1545","Side-Out Foundation",2,1,1,3.24349666614685e-06,"11"
"1546","Sidekick Health",2,0,2,0,"13"
"1547","Sidney Kimmel Cancer Center at Thomas Jefferson University",10,0,10,0,"7"
"1548","Sidney Kimmel Comprehensive Cancer Center at Johns Hopkins",48,0,48,0,"7"
"1549","Siel Bleu",1,0,1,0,"17"
"1550","Silence Therapeutics GmbH",2,0,2,0,"282"
"1551","Simcere Pharmaceutical Co., Ltd",4,2,2,0,"1"
"1552","Simon C Pacey, MD",1,0,1,0,"5"
"1553","Singapore Cancer Society",3,1,2,0,"21"
"1554","Singapore Clinical Research Institute",5,2,3,0,"21"
"1555","Singapore General Hospital",12,5,7,0,"21"
"1556","Singlera Genomics Inc.",11,1,10,6.14355374381537e-10,"1"
"1557","Sinocelltech Ltd.",1,0,1,0,"1"
"1558","Sinphar Pharmaceutical Co., Ltd",1,0,1,0,"77"
"1559","Sir Mortimer B. Davis - Jewish General Hospital",3,1,2,4.55649004019979e-08,"6"
"1560","Sir Run Run Shaw Hospital",14,12,2,8.95740829026475e-10,"1"
"1561","Siriraj Hospital",2,1,1,0,"191"
"1562","Sirtex Medical",13,12,1,0.000658257721532613,"21"
"1563","Sirtris, a GSK Company",1,0,1,0,"5"
"1564","Sixth Affiliated Hospital, Sun Yat-sen University",52,15,37,1.40040890940711e-09,"1"
"1565","Skane University Hospital",15,7,8,4.33101677321704e-09,"13"
"1566","Slagelse Hospital",7,3,4,5.40219486468422e-08,"13"
"1567","Sociedad Española de Oncología Quirúrgica",1,0,1,0,"283"
"1568","Societe Internationale d'Oncologie Pediatrique",3,0,3,0,"28"
"1569","Société Française d'Endoscopie Digestive",1,0,1,0,"92"
"1570","Sofia Perea, Director Clinical Trials Unit.",1,0,1,0,"5"
"1571","Sofya Pintova",1,0,1,0,"284"
"1572","Sonke Detlefsen",3,0,3,0,"16"
"1573","Sonya Reid",2,0,2,0,"16"
"1574","Soonchunhyang University Hospital",7,6,1,9.38799873285965e-13,"25"
"1575","South Eastern European Research Oncology Group",1,0,1,0,"5"
"1576","South Tees Hospitals NHS Foundation Trust",4,1,3,0,"24"
"1577","South Tyneside and Sunderland NHS Foundation Trust",12,0,12,0,"24"
"1578","Southern Cancer Center",2,0,2,0,"16"
"1579","Southwest Hospital, China",23,6,17,1.33711871282841e-09,"1"
"1580","Southwestern Regional Medical Center",1,0,1,0,"11"
"1581","Spago Nanomedical AB",2,0,2,0,"285"
"1582","Spanish Breast Cancer Research Group (GEICAM)",24,1,23,2.96365232137231e-06,"5"
"1583","Spanish Breast Cancer Research Group (SOLTI)",22,8,14,0.00199006098065229,"5"
"1584","Spanish Cooperative Group for the Treatment of Digestive Tumours (TTD)",9,0,9,0,"5"
"1585","Spectros Corporation",4,0,4,0,"7"
"1586","Spectrum Health Hospitals",9,0,9,0,"286"
"1587","Sponsor GmbH",5,1,4,5.55158026962252e-10,"5"
"1588","St George Hospital, Australia",2,1,1,2.22538177953357e-11,"21"
"1589","St Vincent's Hospital Melbourne",1,0,1,0,"287"
"1590","St Vincent's Hospital, Sydney",2,1,1,0,"5"
"1591","St Vincent's University Hospital, Ireland",1,0,1,0,"288"
"1592","St. Antonius Hospital",4,3,1,7.4854959211444e-07,"16"
"1593","St. Elizabeth Cancer Institute, Slovakia",2,0,2,0,"289"
"1594","St. James's Hospital, Ireland",5,0,5,0,"13"
"1595","St. Joseph's Hospital and Medical Center, Phoenix",6,0,6,0,"7"
"1596","St. Jude Children's Research Hospital",3,2,1,7.86631010427532e-07,"7"
"1597","St. Luke's-Roosevelt Hospital Center",3,1,2,1.94252353519945e-07,"5"
"1598","St. Olavs Hospital",9,7,2,2.67583012643514e-07,"13"
"1599","Stanford University",39,9,30,8.91897879124438e-06,"7"
"1600","State Key Laboratory of Cancer Biology",13,0,13,0,"1"
"1601","Stephen Shiao",3,0,3,0,"11"
"1602","Steven Isakoff, MD, PhD",3,0,3,0,"11"
"1603","Steven W Thorpe",1,0,1,0,"7"
"1604","Stiftung Patientenkompetenz",1,0,1,0,"5"
"1605","Stockholm South General Hospital",5,4,1,1.48409223477064e-07,"13"
"1606","Stony Brook University",4,0,4,0,"7"
"1607","Suez Canal University",1,0,1,0,"10"
"1608","Sun Peng",2,0,2,0,"1"
"1609","Sun Yat-Sen Memorial Hospital of Sun Yat-Sen University",48,16,32,2.16142545477158e-09,"1"
"1610","Sun Yat-sen University",151,35,116,3.83039108687104e-09,"1"
"1611","Sung Yong Oh",1,0,1,0,"69"
"1612","Sunnybrook Health Sciences Centre",27,5,22,0.000108868420420046,"6"
"1613","Surgimab",5,1,4,7.84534781245037e-07,"16"
"1614","Susana Gonzalez",1,0,1,0,"7"
"1615","Suzhou Zelgen Biopharmaceuticals Co.,Ltd",3,2,1,2.89395308358414e-11,"1"
"1616","Swansea Bay University Health Board",1,0,1,0,"28"
"1617","Swedish Medical Center",3,1,2,0,"5"
"1618","Swiss Federal Institute of Technology",1,0,1,0,"43"
"1619","Swiss Group for Clinical Cancer Research",6,2,4,0.000327393766420246,"5"
"1620","Sykehuset Telemark",4,2,2,2.1386164092691e-10,"13"
"1621","Sykehuset i Vestfold HF",4,1,3,8.45468043966853e-09,"13"
"1622","TG Therapeutics, Inc.",1,0,1,0,"5"
"1623","TME Pharma AG",1,0,1,0,"11"
"1624","TORL Biotherapeutics, LLC",1,0,1,0,"5"
"1625","TTY Biopharm",7,3,4,3.51543378803957e-06,"77"
"1626","Taiho Oncology, Inc.",6,3,3,7.23542732218653e-06,"11"
"1627","Taiho Pharmaceutical Co., Ltd.",13,10,3,0.000138561550191751,"31"
"1628","Taipei Veterans General Hospital, Taiwan",20,8,12,1.05962934142325e-07,"77"
"1629","Taiwan THL Co.LTd.",1,0,1,0,"77"
"1630","Taizhou EOC Pharma Co., Ltd.",3,1,2,2.87259320869123e-11,"1"
"1631","Takayuki Yoshino",2,0,2,0,"5"
"1632","Talaria, Inc",1,0,1,0,"7"
"1633","Tampere University Hospital",16,3,13,2.1823791078703e-10,"142"
"1634","Tan Tock Seng Hospital",4,2,2,0,"21"
"1635","Tang-Du Hospital",9,7,2,3.04910392517521e-10,"1"
"1636","Tanta University",2,1,1,0,"280"
"1637","Tao OUYANG",7,0,7,0,"1"
"1638","Tara Emrani",1,0,1,0,"290"
"1639","Tarsus University",2,1,1,0,"14"
"1640","Tartu University Hospital",3,1,2,5.52034053309242e-12,"142"
"1641","Tata Medical Center",2,0,2,0,"24"
"1642","Tata Memorial Hospital",18,5,13,3.42792759955797e-05,"19"
"1643","Technical University of Munich",11,5,6,4.05890454340787e-06,"16"
"1644","Technische Universität Dresden",6,1,5,0,"16"
"1645","Tehran University of Medical Sciences",4,0,4,0,"28"
"1646","Teikyo University",1,0,1,0,"21"
"1647","Tel-Aviv Sourasky Medical Center",5,3,2,2.75430569708795e-06,"4"
"1648","Temple University",5,1,4,2.55981946377438e-06,"7"
"1649","Tensive SRL",1,0,1,0,"291"
"1650","Tenwek Hospital",3,0,3,0,"7"
"1651","Teva Branded Pharmaceutical Products R&D, Inc.",3,1,2,0,"4"
"1652","Texas A&M University",2,0,2,0,"31"
"1653","Texas Tech University Health Sciences Center",1,0,1,0,"7"
"1654","Texas Woman's University",1,0,1,0,"292"
"1655","The 108 Military Central Hospital",1,0,1,0,"293"
"1656","The Affiliated Hospital of Qingdao University",55,16,39,5.81161503262493e-10,"1"
"1657","The Affiliated Nanjing Drum Tower Hospital of Nanjing University Medical School",17,11,6,2.86294031217472e-09,"1"
"1658","The Canadian College of Naturopathic Medicine",2,0,2,0,"6"
"1659","The Catholic University of Korea",8,6,2,9.38798853170308e-13,"25"
"1660","The Central Hospital of Lishui City",4,1,3,0,"1"
"1661","The Christie NHS Foundation Trust",12,3,9,9.12489988708288e-06,"28"
"1662","The Clatterbridge Cancer Centre NHS Foundation Trust",3,2,1,4.19999740102131e-08,"28"
"1663","The Cleveland Clinic",11,5,6,1.44225921514706e-05,"7"
"1664","The European Uro-Oncology Group",1,0,1,0,"16"
"1665","The First Affiliated Hospital of Henan University of Science and Technology",11,1,10,0,"1"
"1666","The First Affiliated Hospital of Soochow University",6,5,1,5.41207371437382e-10,"1"
"1667","The First Affiliated Hospital of Xiamen University",8,7,1,6.8271002470993e-10,"1"
"1668","The First Affiliated Hospital of Xinxiang Medical College",1,0,1,0,"5"
"1669","The First Affiliated Hospital of Zhejiang Chinese Medical University",4,1,3,1.92923976260185e-10,"1"
"1670","The First Affiliated Hospital of Zhengzhou University",18,15,3,7.13687031209044e-10,"1"
"1671","The First Affiliated Hospital of the Fourth Military Medical University",4,1,3,3.55636338660051e-11,"25"
"1672","The First Affiliated Hospital with Nanjing Medical University",40,19,21,1.97684219829991e-09,"1"
"1673","The First Hospital of Jilin University",29,20,9,1.42980468754708e-09,"1"
"1674","The First People's Hospital of Hefei",4,1,3,0,"161"
"1675","The First People's Hospital of Lianyungang",5,2,3,0,"119"
"1676","The Fourth Affiliated Hospital of Anhui Medical University",2,0,2,0,"1"
"1677","The Fourth Affiliated Hospital of Zhejiang University School of Medicine",1,0,1,0,"1"
"1678","The Griffin Institute",2,0,2,0,"24"
"1679","The Hong Kong Polytechnic University",3,0,3,0,"1"
"1680","The Hospital of Vestfold",19,1,18,8.45468043954052e-09,"13"
"1681","The Institute of Molecular and Translational Medicine, Czech Republic",5,0,5,0,"60"
"1682","The Leeds Teaching Hospitals NHS Trust",7,2,5,1.55854149246424e-07,"28"
"1683","The Methodist Hospital Research Institute",14,4,10,2.56808524438145e-06,"46"
"1684","The National Center of Oncology, Azerbaijan",1,0,1,0,"294"
"1685","The National Institute of Lymphology",2,0,2,0,"295"
"1686","The Netherlands Cancer Institute",56,10,46,9.64625867839168e-06,"16"
"1687","The Oregon Clinic",2,0,2,0,"5"
"1688","The Queen Elizabeth Hospital",6,1,5,7.08852916133671e-09,"10"
"1689","The Republican Research and Practical Center for Epidemiology and Microbiology",1,0,1,0,"49"
"1690","The Rogosin Institute",1,0,1,0,"296"
"1691","The Second Affiliated Hospital of Chongqing Medical University",5,4,1,7.53213426219878e-10,"1"
"1692","The Second Affiliated Hospital of Harbin Medical University",14,13,1,3.82840305040257e-10,"1"
"1693","The Second Hospital of Anhui Medical University",3,2,1,3.55636331139902e-11,"1"
"1694","The Second Hospital of Shandong University",5,2,3,8.80418035724335e-11,"1"
"1695","The Swedish School of Sport and Health Sciences",2,0,2,0,"13"
"1696","The University of Hong Kong",8,3,5,0.000639840012606249,"31"
"1697","The University of Texas Health Science Center at San Antonio",5,1,4,1.98057730798943e-07,"7"
"1698","The University of Texas Health Science Center, Houston",7,3,4,1.52644419785196e-07,"7"
"1699","The University of Texas Medical Branch, Galveston",4,1,3,0,"7"
"1700","Theraclion",4,1,3,0,"28"
"1701","ThermoMind Ltd.",14,0,14,0,"4"
"1702","Third Affiliated Hospital, Sun Yat-Sen University",19,14,5,1.90183531474444e-09,"1"
"1703","Thomas Jefferson University",10,4,6,2.73119194244962e-06,"5"
"1704","Thomas Steffen",1,0,1,0,"297"
"1705","Thomas Zilli",1,0,1,0,"43"
"1706","Threshold Pharmaceuticals",1,0,1,0,"66"
"1707","Tianjin Medical University Cancer Institute and Hospital",81,23,58,5.26425045287119e-09,"1"
"1708","Tianjin Third Central Hospital",21,3,18,1.35335762438476e-10,"1"
"1709","Tianjin University of Traditional Chinese Medicine",8,0,8,0,"1"
"1710","Tilburg University",2,1,1,2.20993162720738e-07,"16"
"1711","Tiltan Pharma Ltd.",2,0,2,0,"298"
"1712","Timmune Biotech Inc.",2,0,2,0,"299"
"1713","Tokyo University",2,1,1,0,"21"
"1714","Tom Baker Cancer Centre",5,2,3,1.18863208444106e-06,"6"
"1715","Tomsk National Research Medical Center of the Russian Academy of Sciences",3,0,3,0,"13"
"1716","Tongji Hospital",55,11,44,3.45626273476324e-09,"1"
"1717","Tony Bekaii-Saab",2,0,2,0,"5"
"1718","Tony Reid, M.D., Ph.D.",1,0,1,0,"21"
"1719","Toralf Reimer, MD PhD",4,0,4,0,"28"
"1720","Torbjorn Omland",8,0,8,0,"13"
"1721","Toronto Sunnybrook Regional Cancer Centre",3,2,1,1.76393753075069e-06,"6"
"1722","Tracon Pharmaceuticals Inc.",3,1,2,8.17141446215509e-08,"7"
"1723","Trans Tasman Radiation Oncology Group",19,4,15,0.0062607362202079,"21"
"1724","Translational Drug Development",9,4,5,6.41132455763191e-05,"11"
"1725","Translational Genomics Research Institute",10,7,3,1.98017278288527e-06,"11"
"1726","Translational Oncology Research International",6,0,6,0,"7"
"1727","Translational Research Center for Medical Innovation, Kobe, Hyogo, Japan",6,0,6,0,"5"
"1728","Translational Research in Oncology",7,3,4,0.000236387352898786,"5"
"1729","Treos Bio Limited",2,0,2,0,"5"
"1730","Treviso Regional Hospital",3,1,2,1.20441573199257e-12,"10"
"1731","TriHealth Inc.",7,0,7,0,"300"
"1732","Tribhuvan University Teaching Hospital, Institute Of Medicine.",1,0,1,0,"5"
"1733","Trinitas Comprehensive Cancer Center",1,0,1,0,"33"
"1734","Trio Medicines Ltd.",1,0,1,0,"7"
"1735","Tripler Army Medical Center",1,0,1,0,"301"
"1736","Triumvira Immunologics, Inc.",1,0,1,0,"11"
"1737","Tufts Medical Center",4,2,2,1.80906454877678e-07,"7"
"1738","Tulane University Health Sciences Center",2,0,2,0,"5"
"1739","Tumor Center Regensburg",2,0,2,0,"16"
"1740","Turkish Oncology Group",7,0,7,0,"14"
"1741","Turku University Hospital",15,2,13,1.68510765835923e-11,"142"
"1742","UConn Health",11,0,11,0,"7"
"1743","UMC Utrecht",78,8,70,1.41512541951868e-05,"16"
"1744","UNC Lineberger Comprehensive Cancer Center",26,3,23,0,"7"
"1745","UNICANCER",47,15,32,0.00405571204335234,"5"
"1746","US Department of Veterans Affairs",4,3,1,1.98057730796911e-07,"19"
"1747","US Oncology Research",16,4,12,0.00253137187768026,"5"
"1748","USDA Grand Forks Human Nutrition Research Center",1,0,1,0,"7"
"1749","Ullevaal University Hospital",5,3,2,1.14669050236413e-07,"13"
"1750","Umbria Bioengineering Technologies",6,0,6,0,"302"
"1751","Umeå University",19,3,16,1.13834817289697e-07,"13"
"1752","Unidad Integral de Investigación en Oncología S.L.",1,0,1,0,"5"
